id,name,platform_id,logo,description,created_at,website
15993,"FontolÃ³ StudiÃ³ Ltd.",0,None,None,"2014-09-17 15:25:52.078999",None
15994,"CEET Ldt",0,None,None,"2014-09-17 15:25:52.326999",None
15995,"ITI Ltd.",0,None,None,"2014-09-17 15:25:52.739000",None
15996,"ArcTV Ltd.",0,None,None,"2014-09-17 15:25:53.033999",None
15997,"toneworx GmbH",0,None,None,"2014-09-17 15:25:53.210999",None
15998,Draftfcb,0,None,None,"2014-09-17 15:25:53.308000",None
15999,"NOA Product Testing",0,None,None,"2014-09-17 15:32:12.924000",None
16000,"NOE Quality Assurance",0,None,None,"2014-09-17 15:32:12.984999",None
16001,Aryz,0,None,None,"2014-09-17 15:38:56.260999",None
16002,Ethos,0,None,None,"2014-09-17 15:38:57.038000",None
16003,Iemza,0,None,None,"2014-09-17 15:38:57.431999",None
16004,K74,0,None,None,"2014-09-17 15:38:57.533999",None
16005,Hakka,0,None,None,"2014-09-17 15:38:58.345000",None
16006,"Capcom Japan",0,None,None,"2014-09-17 15:38:58.401000",None
16007,"Universally Speaking Ltd.",0,None,None,"2014-09-17 15:39:08.038000",None
16008,"Audiomotion Studio",0,None,None,"2014-09-17 15:39:12.181999",None
16009,"The Mill",0,None,None,"2014-09-17 15:39:14.253000",None
16010,Sperasoft,0,None,None,"2014-09-17 15:39:38.780999",None
16011,"Xentrix Studos",0,None,None,"2014-09-17 15:39:45.628000",None
16012,"Audio Network",0,None,None,"2014-09-17 15:39:56.056999",None
16013,"Windham Classics Corporation",13,None,None,"2014-09-18 10:46:47.359999",None
16014,"The Northwest Sinfonia",0,None,None,"2014-09-19 18:20:52.526999",None
16015,"Bratislava Symphony",0,None,None,"2014-09-19 18:20:52.684999",None
16016,"Bratislave Symphony",0,None,None,"2014-09-19 18:20:52.825000",None
16017,"Studio 1 Slovak Radio",0,None,None,"2014-09-19 18:20:53.232000",None
16018,"MJR Studios",0,None,None,"2014-09-19 18:20:53.374000",None
16019,Steambot,0,None,None,"2014-09-19 18:21:02.153000",None
16020,"Valkyrie Entertainment",6,None,None,"2014-09-19 18:21:02.213999",None
16021,Sixmorevodka,0,None,None,"2014-09-19 18:21:02.283999",None
16022,"Goldtooth Creative Agency",0,None,None,"2014-09-19 18:21:02.339999",None
16023,"Digital Domain Productions",0,None,None,"2014-09-19 18:21:02.387000",None
16024,Division48,0,None,None,"2014-09-19 18:22:23.236999",None
16025,"The Famous Radio Ranch",0,None,None,"2014-09-19 18:22:23.371999",None
16026,"Ubisoft Bucharest",5,None,None,"2014-09-19 18:22:32.503000",None
16027,"4-Real Intermedia GmbH",0,None,None,"2014-09-19 18:22:34.823999",None
16028,"Gameloc Localization Services S.L.",0,None,None,"2014-09-19 18:22:35.196000",None
16029,"All Correct Language Solutions",0,None,None,"2014-09-19 18:22:35.336999",None
16030,"Bug-Tracker Laboratories Inc.",0,None,None,"2014-09-19 18:22:35.719000",None
16031,"Ubisoft Pune",5,None,None,"2014-09-19 18:22:36.273000",None
16032,"Ubisoft USA",6,None,None,"2014-09-19 18:22:36.869999",None
16033,solocal.de,0,None,None,"2014-09-21 16:17:56.096999",None
16034,"Quoted TraduÃ§Ã£o e LocalizaÃ§Ã£o",0,None,None,"2014-09-21 16:17:56.446000",None
16035,"Roboto Translation",0,None,None,"2014-09-21 16:17:56.487999",None
16036,"Polish PM",0,None,None,"2014-09-21 16:17:56.523999",None
16037,asrec,0,None,None,"2014-09-21 16:17:56.816999",None
16038,"47 Communications",0,None,None,"2014-09-21 16:18:02.278000",None
16039,"Lunch PR",0,None,None,"2014-09-21 16:18:02.316999",None
16040,"The Code Works",15,None,None,"2014-09-23 03:44:08.778000",None
16041,"King Records",33,None,None,"2014-09-23 22:27:19.559000",None
16042,A-Wave,33,None,None,"2014-09-23 22:27:19.676000",None
16043,"LOZC G. Amusements",33,None,None,"2014-09-23 22:37:53.664000",None
16044,Twilight,15,None,None,"2014-09-24 12:08:20.049000",None
16045,Hookstone,16,None,None,"2014-09-24 12:08:20.095999",None
16046,Sofix,33,None,None,"2014-09-24 12:57:01.551000",None
16047,IGS,33,None,None,"2014-09-24 18:03:53.835999",None
16048,"Cyclone System",33,None,None,"2014-09-24 18:03:53.878000",None
16049,"EA Hyderabad",0,None,None,"2014-09-26 17:07:02.151000",None
16050,"Digic Pictures",0,None,None,"2014-09-26 17:07:04.121000",None
16051,"The Lyris Quartet",0,None,None,"2014-09-26 17:07:06.019000",None
16052,"Albion Localisations",0,None,None,"2014-09-26 17:07:06.543999",None
16053,"Anakan GmbH",0,None,None,"2014-09-26 17:07:06.973999",None
16054,"Pomann Sound",0,None,None,"2014-09-26 17:07:07.063999",None
16055,"Mesopotamia Software",0,None,None,"2014-09-26 17:07:07.180000",None
16056,"42 Entertainment",0,None,None,"2014-09-26 17:08:14.805999",None
16057,CGBot,0,None,None,"2014-09-26 17:08:14.855999",None
16058,"Digital Domain",0,None,None,"2014-09-26 17:08:14.917999",None
16059,"Formosa Interactive",0,None,None,"2014-09-26 17:08:14.964999",None
16060,"Imaginari Animation Studios",0,None,None,"2014-09-26 17:08:15.016999",None
16061,Ozone,0,None,None,"2014-09-26 17:08:15.167000",None
16062,"Chris Daly Glass Studio",0,None,None,"2014-09-26 17:08:16.398999",None
16063,"Sony Computer Entertainment Japan Studio",13,None,None,"2014-09-26 17:08:24.934999",None
16064,"Dinosaur Polo Club",3,None,None,"2014-09-27 19:40:35.977999",None
16065,Roll7,3,https://images.igdb.com/igdb/image/upload//xxiy8vltfgkr0gwrcv71.png,"We are Roll7, we make games. We try to make good games! Most of the time we can be found arguing about the tiniest details to ensure that we deliver something that makes your hands sweat with joy. If you like us, then buy our games. If you have bought our games, please tell people about us. If you sit outside of the aforementioned scenarios, then you need to take a good hard look at your life...","2014-09-27 21:04:11.588000",http://www.roll7.co.uk/
16066,Tectoy,6,None,None,"2014-09-27 23:52:17.207000",None
16067,Meldac,33,None,None,"2014-09-28 00:07:48.095999",None
16068,Lenar,33,None,None,"2014-09-28 00:07:48.135999",None
16069,Infinity,7,None,None,"2014-09-28 00:13:00.336999",None
16070,NuFX,5,None,None,"2014-09-28 00:30:29.575999",None
16071,"Bunch Games",18,None,None,"2014-09-28 08:04:51.352999",None
16072,"Andreas Illiger",39,None,None,"2014-09-28 09:35:32.819999",None
16073,"Jackbox Games, Inc.",6,None,None,"2014-09-28 11:58:29.717999",None
16074,Loriciels,13,None,None,"2014-09-28 13:07:11.020999",None
16075,"Movie Software",13,None,None,"2014-09-28 13:07:11.059999",None
16076,"Hot B",8,None,None,"2014-09-28 13:29:07.151000",None
16077,"Nicalis, Inc.",6,https://images.igdb.com/igdb/image/upload//sbursmjf7nk79bcnaue1.png,"Maybe you've heard of some awesome collaborations such as Cave Story (various platforms). Or you've played VVVVVVon the Nintendo 3DS--even possibly our internally developed ambient, platform-puzzle game NightSky (various platforms). There are also some of our upcoming games like The Binding of Isaac: Rebirth, 1001 Spikes, Legend of Raven and '90s Arcade Racer.","2014-09-28 17:41:39.408999",http://www.nicalis.com/
16078,"Tonkin House",33,None,None,"2014-09-28 21:12:27.355999",None
16079,NEC,33,None,None,"2014-09-28 21:12:27.395999",None
16080,"NEC Home Electronics",86,None,None,"2014-09-28 21:30:19.622999",None
16081,"Nihon Bussan",51,None,None,"2014-09-28 21:37:51.059000",None
16082,"Thinking Rabbit",33,None,None,"2014-09-28 21:50:27.213999",None
16083,"Fujisankei Communications International",33,https://images.igdb.com/igdb/image/upload//h23pzzlxzr2qxlvny3ux.png,"Fujisankei Communications International, Inc. (FCI) is the American arm of the Fujisankei Communications Group (FCG), an important Japanese media conglomerate of television and radio channels, magazine, newspaper, record and video game companies. The Fujisankei Communications Group owns about 100 companies, like Fuji TV in Japan, among others. Founded in 1986 in New York City, FCI makes productions from FCG available to the United States and the rest of the western world.","2014-09-28 21:50:27.263999",http://www.fujisankei.com/
16084,Shoeisha,6,None,None,"2014-09-28 21:59:06.977999",None
16085,"ERE Informatique",25,None,None,"2014-09-28 22:07:26.591000",None
16086,"Solid Software",13,None,None,"2014-09-28 22:14:21.476999",None
16087,Qute,12,None,None,"2014-09-29 00:43:53.529000",None
16088,"Slitherine Software",6,None,None,"2014-09-29 00:49:59.727999",None
16089,Hect,33,None,None,"2014-09-29 12:51:45.470000",None
16090,DTMC,33,None,None,"2014-09-29 12:51:45.512000",None
16091,"Hewson Consultants",16,None,None,"2014-09-29 13:13:55.042999",None
16092,"Triffix Entertainment Inc",13,None,None,"2014-09-29 13:13:55.089999",None
16093,"Allods online",6,None,None,"2014-09-29 13:33:35.599999",None
16094,Obsidian,0,None,None,"2014-09-29 13:33:35.635999",None
16095,"Sarepta Studio",6,None,None,"2014-09-30 09:56:09.753999",None
16096,Bitmasters,7,None,None,"2014-09-30 11:59:22.092999",None
16097,"Dan Gorlin",15,None,None,"2014-09-30 12:13:47.191999",None
16098,"Extreme Entertainment Group",19,None,None,"2014-09-30 12:23:34.519000",None
16099,"Asuka Technologies",33,None,None,"2014-09-30 12:41:23.401999",None
16100,"Patrick Buckland",14,None,None,"2014-09-30 12:47:04.967999",None
16101,"Casady & Greene",14,None,None,"2014-09-30 12:47:05.035000",None
16102,"Paragon Studios",6,None,None,"2014-10-01 04:06:59.720000",None
16103,"Aeria Games",6,None,None,"2014-10-01 17:21:29.036999",None
16104,"Cubic Motion",0,None,None,"2014-10-05 09:26:35.578999",None
16105,"Speech Graphics",0,None,None,"2014-10-05 09:26:35.910000",None
16106,"Sunny Side Up",0,None,None,"2014-10-05 09:26:36.000000",None
16107,"Weta Worshop Ltd.",0,None,None,"2014-10-05 09:26:36.165999",None
16108,"Digital Dimension",0,None,None,"2014-10-05 09:26:36.548000",None
16109,"Goldtooth Creative Studio",0,None,None,"2014-10-05 09:26:43.197000",None
16110,"Skylark Sound",0,None,None,"2014-10-05 09:27:06.467999",None
16111,"Pasadena Jones Productions",0,None,None,"2014-10-08 11:17:15.716000",None
16112,"Texas Lutheran University Choir",0,None,None,"2014-10-08 11:17:15.815000",None
16113,"Virgin Records Ltd.",15,None,None,"2014-10-08 11:17:16.513999",None
16114,"Universal Music Enterprises",0,None,None,"2014-10-08 11:17:16.569000",None
16115,VoiceBunny,0,None,None,"2014-10-08 11:17:16.766999",None
16116,"Mike Tristano & Co.",0,None,None,"2014-10-08 11:17:17.456000",None
16117,Thwacke!,0,None,None,"2014-10-08 11:17:31.854000",None
16118,"",0,None,None,"2017-03-27 16:33:06.058662",None
16119,"MD Assets",0,None,None,"2014-10-08 11:17:33.898999",None
16120,"Star City Designs",0,None,None,"2014-10-08 11:17:34.063999",None
16121,"Magic Pixel Games",0,None,None,"2014-10-08 11:17:34.273999",None
16122,"Export 2 Reality",0,None,None,"2014-10-08 11:17:34.766999",None
16123,"FlyBoy Team",0,None,None,"2014-10-08 11:17:34.811000",None
16124,dictaculardesign,0,None,None,"2014-10-08 11:17:35.448999",None
16125,"Trac Games",0,None,None,"2014-10-08 11:17:36.431999",None
16126,"PKT Design",0,None,None,"2014-10-08 11:17:36.977999",None
16127,Testronic,0,None,None,"2014-10-08 11:17:38.155999",None
16128,DMC/IC2,6,None,None,"2014-10-09 12:55:05.993000",None
16129,SCEA,48,None,None,"2014-10-09 14:24:10.414000",None
16130,"Q Games",48,None,None,"2014-10-09 14:24:10.566999",None
16131,"United States Army",0,None,None,"2014-10-12 04:26:58.210999",None
16132,Ravegan,0,None,None,"2014-10-13 14:43:52.778000",None
16133,"Elverils LLC",0,None,None,"2014-10-13 14:43:52.865999",None
16134,"Evolve PR",0,None,None,"2014-10-13 14:43:52.971999",None
16135,"Studio Umlaut",0,None,None,"2014-10-13 14:43:53.039000",None
16136,"Imaginary Forces",0,None,None,"2014-10-13 14:49:35.960000",None
16137,"Metro Voices",0,None,None,"2014-10-13 14:49:56.230999",None
16138,"Brilliant Colors Digital",0,None,None,"2014-10-13 14:50:00.944000",None
16139,"Section Studios",3,None,None,"2014-10-13 14:50:08.112999",None
16140,"Hayakawa Design Office",0,None,None,"2014-10-13 14:50:22.144000",None
16141,"DevIL Image Libary",0,None,None,"2014-10-13 14:51:32.819999",None
16142,TinyXML,0,None,None,"2014-10-13 14:51:32.859999",None
16143,LibSUL,0,None,None,"2014-10-13 14:51:32.900000",None
16144,"The Brightskull Entertainment Group",0,None,None,"2014-10-13 15:11:43.427999",None
16145,Mocap.pl,0,None,None,"2014-10-13 15:11:43.596999",None
16146,"Orange Tree",0,None,None,"2014-10-13 15:11:43.711999",None
16147,"Studio Sound Tropez",0,None,None,"2014-10-13 15:11:44.828999",None
16148,"Ultimate Play the Game",26,https://images.igdb.com/igdb/image/upload//uer8wf2ungnylqzkjpwd.png,"Ultimate Play The Game (often shortened to Ultimate) was a video game developer in the 1980s. 
Ultimate released a series of successful games for the Sinclair ZX Spectrum, Amstrad CPC, BBC Micro, MSX and Commodore 64 computers from 1983 until its closure in 1988. Ultimate are perhaps best remembered for the big-selling titles Jetpac and Sabre Wulf, each of which sold over 300,000 copies in 1983 and 1984 respectively, and their groundbreaking series of isometric arcade adventures utilising a technique termed Filmation. Knight Lore, the first of the Filmation games, has been retrospectively described in the press as ""seminal ... revolutionary"".

By the time of the label's last use in 1988 on a retrospective compilation, Ultimate had evolved into Rare, and moved on to developing titles for Nintendo consoles. Rare was purchased by Microsoft in 2002 for US$377 million, a record price for a video game developer, and now develops exclusively for Microsoft's Xbox One console. In 2006, Rare revived the ""Ultimate Play The Game"" name for an Xbox Live Arcade remake of Jetpac named Jetpac Refuelled.","2014-10-16 10:39:24.302000",None
16149,"Zippo Games",18,None,None,"2014-10-16 10:46:13.328000",None
16150,"Kisareth Studios",6,None,None,"2014-10-16 18:19:04.750000",None
16151,"Bee Tribe",9,None,None,"2014-10-16 20:02:12.220999",None
16152,"Graham Nelson",6,None,None,"2014-10-18 02:25:30.319999",None
16153,"Dolby Laboratories",0,None,None,"2014-10-19 08:12:18.793999",None
16154,"KATSUGEKIZA Inc. Motion Actors Japan",0,None,None,"2014-10-19 08:12:21.894000",None
16155,"Ignis Imageworks Corp.",0,None,None,"2014-10-19 08:12:22.105999",None
16156,"sora studio corporation",0,None,None,"2014-10-19 08:12:22.236999",None
16157,"U'Den Flame Works",0,None,None,"2014-10-19 08:12:22.927000",None
16158,"Crescent Inc.",0,None,None,"2014-10-19 08:12:23.931999",None
16159,"D1FX Inc.",0,None,None,"2014-10-19 08:12:24.635999",None
16160,"Shonan Zoological Garden",0,None,None,"2014-10-19 08:12:24.936000",None
16161,"Generalashi Co. Ltd.",0,None,None,"2014-10-19 08:12:25.233000",None
16162,"GA Xrossing Co. Ltd.",0,None,None,"2014-10-19 08:12:25.407000",None
16163,"REMIX Co. Ltd.",0,None,None,"2014-10-19 08:12:25.678999",None
16164,"Digital Media Lab Inc.",0,None,None,"2014-10-19 08:12:26.131999",None
16165,"DIGITAL FRONTIER Inc.",0,None,None,"2014-10-19 08:12:26.825000",None
16166,"Fly Studio Sdn Bhd",0,None,None,"2014-10-19 08:12:28.591000",None
16167,"Kyos Co. Ltd.",0,None,None,"2014-10-19 08:12:31.196000",None
16168,anima.inc,0,None,None,"2014-10-19 08:12:31.289999",None
16169,"MSM GmbH",0,None,None,"2014-10-19 08:12:32.328999",None
16170,"Sony Music Communications",0,None,None,"2014-10-19 08:12:32.473999",None
16171,"INTAC Plus",0,None,None,"2014-10-19 08:12:33.145999",None
16172,"SOH Inc.",0,None,None,"2014-10-19 08:12:37.289999",None
16173,"Moon Spider Studio",6,None,None,"2014-10-19 11:03:32.858999",None
16174,"5 Bits Games",3,https://images.igdb.com/igdb/image/upload//cqcpf0jpwbpkfdxwmhsk.png,None,"2014-10-19 11:06:16.303999",None
16175,"CC&C Clarke Costelle et Cie",0,None,None,"2014-10-21 01:59:56.836999",None
16176,"IdÃ©acom International Inc.",0,None,None,"2014-10-21 01:59:56.961999",None
16177,"Mission Centenaire 14-18",0,None,None,"2014-10-21 01:59:57.095999",None
16178,"Synthesis Global Solution",0,None,None,"2014-10-21 02:00:01.338999",None
16179,"Local Heroes Worldwide",0,None,None,"2014-10-21 02:00:01.891999",None
16180,"Ubisoft GmbH",6,None,None,"2014-10-21 02:00:02.150000",None
16181,"Sprachlabor Audioproduktionen GmbH",0,None,None,"2014-10-21 02:00:02.436000",None
16182,"Triple A Testing",0,None,None,"2014-10-21 02:00:04.207999",None
16183,"Ubisoft Entertainment US",0,None,None,"2014-10-21 02:00:28.950999",None
16184,"Freejam Games",6,None,None,"2014-10-21 15:58:57.431999",None
16185,"Side London Studios",0,None,None,"2014-10-22 12:43:34.211999",None
16186,"Pinewood Studios",0,None,None,"2014-10-22 12:43:35.948999",None
16187,"The Chamber Orchestra of London",0,None,None,"2014-10-22 12:43:36.331000",None
16188,"Synergy Voices",0,None,None,"2014-10-22 12:43:36.375999",None
16189,"Air Lyndhurst Studios",0,None,None,"2014-10-22 12:43:36.536999",None
16190,"Soho Sound Kitchen",0,None,None,"2014-10-22 12:43:36.723999",None
16191,"Dhruva Interactive",0,None,None,"2014-10-22 12:43:38.390000",None
16192,Ten24,0,None,None,"2014-10-22 12:43:39.457999",None
16193,"Destructive Creations",3,https://images.igdb.com/igdb/image/upload//mrz9xskviozaodbtmwo3.png,None,"2014-10-22 12:53:16.973999",http://destructivecreations.pl/
16194,FlamingLunchBox,34,None,None,"2014-10-22 15:33:28.279000",None
16195,"Crazy Moo Games",6,None,None,"2014-10-22 16:38:24.443000",None
16196,"KISS ltd",6,None,"""Kiss Ltd is a full service digital distribution management company with nearly 100 years combined experience in the games industry. Launched in 2012 by Peter King as COO/CFO and Darryl Still as CEO/Publishing Director, there are five coâoperative members in Europe, North America and Asia working together with the KISS management team. ""","2014-10-22 16:38:24.484999",http://www.kiss-ltd.co.uk/
16197,flippfly,3,None,None,"2014-10-23 01:52:46.773000",None
16198,picroma,3,None,None,"2014-10-24 13:56:49.073999",None
16199,"Smartly Dressed Games",6,None,None,"2014-10-24 19:20:19.147000",None
16200,"Nelson Sexton",6,None,None,"2014-10-24 19:20:19.203999",None
16201,"Alliance Media Holdings",0,https://images.igdb.com/igdb/image/upload//xnizz1wip2f2j8bqzylc.png,"""Alliance Media Holdings Inc. (Formerly Alliance Distributors Holding Inc.) is a vertically integrated video game company.  Alliance, which is listed on the OTC marketplace (Symbol: ADTR) , has three divisions each handling different aspects of the video game pipeline: publishing - Alliance Digital Media, distribution - Alliance Distributors, and game development - Zachtronics.""","2014-10-24 23:01:33.632999",http://alliancemediaholdings.com/
16202,"Serious Brew",0,None,None,"2014-10-25 00:01:51.377000",None
16203,"Serious Brew",3,None,None,"2014-10-25 00:01:51.441999",None
16204,SmashGames,3,None,None,"2014-10-25 12:05:56.519000",None
16205,"",0,None,None,"2017-03-27 16:33:06.512757",None
16206,"Test3 Projects",3,None,None,"2014-10-25 12:40:51.644000",None
16207,"",0,None,None,"2017-03-27 16:33:06.522761",None
16208,"Robot Loves Kitty",3,None,None,"2014-10-25 13:17:11.872999",http://www.robotloveskitty.com/
16209,"",0,None,None,"2017-03-27 16:33:06.534174",None
16210,"Brace Yourself Games",0,None,None,"2014-10-25 14:02:17.240999",None
16211,"Brace Yourself Games",3,None,None,"2014-10-25 14:02:17.325999",None
16212,devCAT,6,https://images.igdb.com/igdb/image/upload//fmun7nx1rrufxmpdqphb.png,None,"2014-10-25 21:33:52.109999",None
16213,"Level Up Labs",3,None,None,"2014-10-26 11:47:44.332999",None
16214,"Synergistic Software, Inc.",75,None,None,"2014-10-26 12:26:37.555999",None
16215,Crackshell,3,None,None,"2014-10-26 17:50:13.667999",None
16216,"Jochum Skoglund",3,None,None,"2014-10-26 17:52:46.911999",None
16217,"Niklas Myrberg",3,None,None,"2014-10-26 17:52:46.959000",None
16218,"Santa Cruz games",5,None,None,"2014-10-27 07:41:30.857000",None
16219,"GR3 Project",6,None,"Original name used by the development studio Nigoro when they released La-Mulana on PC in 2005.","2014-10-27 18:47:37.308000",None
16220,"Firma Studios",6,None,None,"2014-10-28 03:39:25.573999",None
16221,"BioWare Austin",6,None,None,"2014-10-28 05:35:28.191999",None
16222,"Warner Bros. Post Production Services",0,None,None,"2014-10-28 05:41:52.931999",None
16223,"The London Session Orchestra",0,None,None,"2014-10-28 05:41:54.131000",None
16224,SPOV,0,None,None,"2014-10-28 05:41:58.480000",None
16225,NASA,6,None,None,"2014-10-28 05:41:59.223999",None
16226,NOAA,0,None,None,"2014-10-28 05:41:59.263999",None
16227,"Video Copilot",0,None,None,"2014-10-28 05:41:59.375999",None
16228,NoodleHaus,0,None,None,"2014-10-28 05:41:59.415999",None
16229,"Hamagami/Carroll Inc.",0,None,None,"2014-10-28 05:42:00.233999",None
16230,PicturePlane,0,None,None,"2014-10-28 05:42:00.792999",None
16231,"Sony Computer Entertainment LLC's Product Development Services Group",0,None,None,"2014-10-28 05:42:02.404000",None
16232,"SCEA Motion Capture",0,None,None,"2014-10-28 05:42:02.536000",None
16233,"Daniels Wood Lane Inc.",0,None,None,"2014-10-28 05:42:05.444999",None
16234,"Independent Studio Services",0,None,None,"2014-10-28 05:42:05.500999",None
16235,CAA,0,None,None,"2014-10-28 05:42:05.588000",None
16236,"Space X",0,None,None,"2014-10-28 05:42:05.982000",None
16237,"Mimic Studios",0,None,None,"2014-10-28 05:42:06.203000",None
16238,"AMPERSAMD CONTENT",0,None,None,"2014-10-28 05:42:24.642999",None
16239,"BÃ¶ck GmbH",0,None,None,"2014-10-28 05:42:24.707000",None
16240,Palex,0,None,None,"2014-10-28 05:42:25.016000",None
16241,"Sonox Audio Solutions",0,None,None,"2014-10-28 05:42:25.227999",None
16242,"The Sound Department - Austin",0,None,None,"2014-10-28 05:42:47.954999",None
16243,"O'Melveny and Myers LLP",0,None,None,"2014-10-28 05:42:48.153000",None
16244,"GangTyre Ramer and Brown",0,None,None,"2014-10-28 05:42:49.157999",None
16245,"Blackbird Interactive",6,None,None,"2014-10-28 05:46:51.493000",None
16246,"Okratron 5000",0,None,None,"2014-10-28 05:46:51.586999",None
16247,"Duael Designs LLC",0,None,None,"2014-10-28 05:46:51.661999",None
16248,BOND,0,None,None,"2014-10-28 05:47:05.292999",None
16249,"Layer Media",0,None,None,"2014-10-28 05:47:05.335999",None
16250,"Access Communications",0,None,None,"2014-10-28 05:47:05.510999",None
16251,"MODCo Media",0,None,None,"2014-10-28 05:47:05.556999",None
16252,"Torus GmbH",0,None,None,"2014-10-28 05:49:59.253999",None
16253,"Motion Grinder",0,None,None,"2014-10-28 05:49:59.467999",None
16254,"Brantom Enterprises",0,None,None,"2014-10-28 05:49:59.523999",None
16255,"Collecting Smiles",0,None,None,"2014-10-28 05:49:59.573999",None
16256,"Mirandion Software",0,None,None,"2014-10-28 05:49:59.861999",None
16257,"Game Audio Australia",0,None,None,"2014-10-28 05:50:00.911999",None
16258,SDFX,0,None,None,"2014-10-28 05:50:01.128999",None
16259,RIVER,0,None,None,"2014-10-28 05:50:01.319999",None
16260,"Daybreak CG",6,None,None,"2014-10-28 05:50:02.904999",None
16261,"QW Creatives",0,None,None,"2014-10-28 05:50:03.036000",None
16262,"1910 Design & Communication",0,None,None,"2014-10-28 05:50:03.101999",None
16263,"Volta Creations Inc.",0,None,None,"2014-10-28 05:50:03.220000",None
16264,"Somnio Studios",0,None,None,"2014-10-28 05:50:03.275000",None
16265,"Fat Little Indian Boy",0,None,None,"2014-10-28 05:50:03.381000",None
16266,"Standard Deviation",0,None,None,"2014-10-28 05:50:03.535000",None
16267,Diligentia,0,None,None,"2014-10-28 05:50:04.798000",None
16268,Hansoft,0,None,None,"2014-10-28 05:50:05.108000",None
16269,"ZeniMax France",0,None,None,"2014-10-28 05:50:19.966000",None
16270,"ZeniMax Germany",0,None,None,"2014-10-28 05:50:20.417999",None
16271,"ZeniMax Benelux",0,None,None,"2014-10-28 05:50:20.941999",None
16272,"La Marque Rose",0,None,None,"2014-10-28 05:50:23.766999",None
16273,"Synthesis Germany",0,None,None,"2014-10-28 05:50:24.292000",None
16274,"Studio Mausu",0,None,None,"2014-10-28 05:51:36.549000",None
16275,"Dance Therapy Productions",0,None,None,"2014-10-28 05:51:36.832999",None
16276,"Red Light Management",0,None,None,"2014-10-28 05:51:37.052000",None
16277,"Toei Zukun Laboratory",0,None,None,"2014-10-28 05:51:38.454999",None
16278,"SPD Technology Group",0,None,None,"2014-10-28 05:51:44.984999",None
16279,"BioWare Montreal",6,None,None,"2014-10-28 05:54:02.345999",None
16280,"Towa Chiki",18,None,None,"2014-10-28 14:27:39.483000",None
16281,"Little Worlds Studio",20,None,None,"2014-10-28 16:17:37.328999",None
16282,"Anuman Interactive",6,https://images.igdb.com/igdb/image/upload//ma7qwepjuj9ybiusxs2c.png,None,"2014-10-28 16:17:37.392999",http://www.anuman.fr/
16283,"Creative Patterns",20,None,None,"2014-10-28 16:57:57.282999",None
16284,"Picsoft Studio",39,https://images.igdb.com/igdb/image/upload//uneutk03f5rl4bevzi6n.png,None,"2014-10-29 04:56:44.338999",http://www.pic-soft.com/
16285,Nigoro,46,https://images.igdb.com/igdb/image/upload//pidx7z8cwmfbryxotjdz.png,"""NIGORO is a naughty group that doesnât watch main stream nor trend of the game, and make games as we like!

We grow up on playing retro games. Our purpose is to pursue and to evolve more the fun of them.

NIGORO is not a game company. To be exact, NIGORO is a game development department of ASTERIZM corporation. The games are developed by NIGORO members have released as a brand name âNIGOROâ. We may also sell on behalf of other game developers. In that case, they have released as a brand name âASTERIZMâ.
It is hard to understand. lol.

In the United States, indie Games has considerable demand, and many developers have been successful. In Japan, when it comes to a genre called âDOUJINâ, there are successes. On the other hand when it comes to a genre called âINDIEâ, there are few successes. On top of that, indie games themselves are not so popular.

In that circumstances, we have the ambition to be successful Japanese indie games and hope to boost Japanese indie game development field which like-minded people. We are working with such thoughts. Thanks.""","2014-10-29 11:01:08.835999",http://nigoro.jp/en/
16286,"Pygmy Studio",46,None,None,"2014-10-29 11:01:08.943000",None
16287,"",0,None,None,"2017-03-27 16:33:06.866989",None
16288,"Asterizm Corporation",46,https://images.igdb.com/igdb/image/upload//ct2rdla5yvvnq10dmcgo.png,"From Mobygames:
""Asterizm Corporation (formerly Nigoro) is a Japanese team of three developers: Takayuki Ebihara (Duplex), Takumi Naramura (Naramura) and Houryu Samejima (Samieru). The team originally started using the name GR3 Project and under that moniker they are best known for Laâ¢Mulana (2005), a game that was five years in development. Afterwards they changed the name to Nigoro and started working on smaller browser games that received a large following.""","2014-10-29 11:01:09.132999",http://asterizm.jp/
16289,"EnjoyUp Games",3,None,None,"2014-10-29 11:01:09.230000",None
16290,Playbox,20,None,None,"2014-10-29 17:05:12.316999",None
16291,"Vortex Media Arts",6,None,None,"2014-10-29 23:19:56.913000",None
16292,Playskool,6,None,None,"2014-10-29 23:19:56.951999",None
16293,"Media Station",6,None,None,"2014-10-29 23:24:30.516000",None
16294,"",0,None,None,"2017-03-27 16:33:06.922884",None
16295,"",0,None,None,"2017-03-27 16:33:06.925184",None
16296,Toho,18,None,None,"2014-10-30 06:44:54.210999",None
16297,"Blendo Games",6,https://images.igdb.com/igdb/image/upload//ylvnopikeyguq8luzu5n.png,None,"2014-10-30 06:59:33.203000",http://www.blendogames.com/
16298,"Red Rocket Games",6,None,None,"2014-10-30 07:18:09.355999",None
16299,"Studio Pixel",6,None,None,"2014-10-30 07:31:05.313999",None
16300,"Six by nine",6,None,None,"2014-10-30 11:16:02.638999",None
16301,"Nick Jr. Interactive",6,None,None,"2014-10-30 18:19:45.555999",None
16302,"Game Factory",20,None,None,"2014-10-30 18:48:01.401999",None
16303,"Viacom International",34,None,None,"2014-10-30 19:39:26.803999",None
16304,"Ubisoft Chengdu",6,None,None,"2014-10-31 06:04:45.440000",None
